term	en_term	cat
كساح	rickettsia	DISEASE
وقس ريكتسي	rickettsialpox	DISEASE
عدوى † الريكتسيا	rickettsial†infection	DISEASE
حمى الوادي المتصدع	rift valley fever	DISEASE
القوباء الحلقية مرض جلدي	ringworm	DISEASE
العمى النهري	river blindness	DISEASE
حمى الجبل الصخري المرقطة	rocky mountain spotted fever	DISEASE
الطفح الوردي	roseola	DISEASE
فيروس نهر روس	ross river virus	DISEASE
فيروس الروتا	rotavirus	DISEASE
الحصبة الالمانية	rubella	DISEASE
السالمونيلا	salmonella	DISEASE
السالمونيلا	salmonellosis	DISEASE
sapovirus	sapovirus	DISEASE
السارس	sars	DISEASE
الجرب	scabies	DISEASE
حمى قرمزية	scarlet fever	DISEASE
البلهارسيا	schistosomiasis	DISEASE
انفصام فى الشخصية	schizophrenia	DISEASE
شمالنبرغ	schmallenberg	DISEASE
ألم النسا	sciatica	DISEASE
تصلب الجلد	scleroderma	DISEASE
سكرابي	scrapie	DISEASE
فرك التيفوس	scrub typhus	DISEASE
وضيع	scurvy	DISEASE
تعفن الدم	sepsis	DISEASE
تسمم الدم	septicemia	DISEASE
السراتية الذابلة	serratia marcescens	DISEASE
مرض الالتهاب الرئوى الحاد	severe acute respiratory syndrome	DISEASE
العدوى المنقولة جنسيا	sexually transmitted infection	DISEASE
الأمراض المنقولة جنسيا	sexually transmitted infections	DISEASE
الأمراض المنقولة جنسيا	sexually transmitted disease	DISEASE
الأمراض المنقولة جنسيا	sexually transmitted diseases	DISEASE
جدري الأغنام	sheep pox	DISEASE
جدري الماعز	goat pox	DISEASE
جدري	pox	DISEASE
العصبوي	shigellosis	DISEASE
الحزام الناري	shingles	DISEASE
فقر الدم المنجلي	sickle cell anemia	DISEASE
حداد	siderosis	DISEASE
متلازمة موت الرضع المفاجئ	sudden infant death syndrome	DISEASE
السحار	silicosis	DISEASE
جدري	smallpox	DISEASE
الجدري ذات الصلة	smallpox related	DISEASE
جنوب فطار برعمي أمريكي	south american blastomycosis	DISEASE
الصدأ فول الصويا	soybean rust	DISEASE
داء الشعريات المبوغة	sporotrichosis	DISEASE
العنقوديات	staph	DISEASE
التسمم الغذائي المكورات العنقودية	staphylococcal food poisoning	DISEASE
عدوى المكورات العنقودية	staphylococcal infection	DISEASE
stenotrophomonas المالتوزية	stenotrophomonas maltophilia	DISEASE
متلازمة ستيفنز جونسون	stevens johnson syndrome	DISEASE
انفلونزا المعدة	stomach flu	DISEASE
قرحة المعدة	stomach ulcers	DISEASE
قرحة	ulcer	DISEASE
قرحة المعدة	ulcers	DISEASE
الحول	strabismus	DISEASE
بكتيريا	strep	DISEASE
التهاب الحلق	strep throat	DISEASE
التهابات العقديات	streptococcal infection	DISEASE
الأسطوانيات	strongyloidiasis	DISEASE
انفلونزا الخنازير H1N1	swine flu h1n1	DISEASE
H3N2 انفلونزا الخنازير	swine flu h3n2	DISEASE
انفلونزا الخنازير	swine flu	DISEASE
إنفلونزا الخنازير	swine influenza	DISEASE
الزليل	synovitis	DISEASE
مرض الزهري	syphilis	DISEASE
الشريطيات	taeniasis	DISEASE
مرض تاي ساكس	tay sachs disease	DISEASE
مسخي	teratoma	DISEASE
الكزاز	tetanus	DISEASE
الثلاسيميا	thalassaemia	DISEASE
مرض القلاع	thrush	DISEASE
التوتة	thymoma	DISEASE
وضع علامة مرض المنقولة	tick borne illness	DISEASE
الأمراض المنتقلة عن طريق القراد	tick borne disease	DISEASE
إلتهاب الدماغ المعدي	tick borne encephalitis	DISEASE
سعفة اللحية	tinea barbae	DISEASE
سعفة بلانكا	tinea blanca	DISEASE
سعفة الرأس	tinea capitis	DISEASE
سعفة	tinea corporis	DISEASE
سعفة ساق	tinea cruris	DISEASE
سعفة manuum	tinea manuum	DISEASE
سعفة السوداء	tinea nigra	DISEASE
سعفة القدم	tinea pedis	DISEASE
سعفة الظفر	tinea unguium	DISEASE
النخالية المبرقشة	tinea versicolor	DISEASE
طنين الأذن	tinnitus	DISEASE
إلتهاب اللوزتين	tonsillitis	DISEASE
تسوس الأسنان	tooth decay	DISEASE
تسوس الأسنان	dental decay	DISEASE
متلازمة الصدمة السامة	toxic shock syndrome	DISEASE
داء السهميات	toxocariasis	DISEASE
داء السهميات †	toxocariasis†	DISEASE
داء المقوسات	toxoplasmosis	DISEASE
التراخوما	trachoma	DISEASE
الخيطيات	trichinellosis	DISEASE
مرض دودة الخنزير	trichinosis	DISEASE
داء المشعرات	trichomoniasis	DISEASE
داء المسلكات	trichuriasis	DISEASE
التثلث الصبغي	trisomy	DISEASE
داء المثقبيات	trypanosomiasis	DISEASE
مرض السل	tuberculosis	DISEASE
داء التلريات	tularemia	DISEASE
ورم	tumor	DISEASE
داء الطوامر	tungiasis	DISEASE
حمى التيفوئيد	typhoid	DISEASE
حمى التيفود	typhoid fever	DISEASE
التفوئيد	typhus	DISEASE
التهاب القولون التقرحي	ulcerative colitis	DISEASE
لم يتم تشخيصها	undiagnosed	DISEASE
عسر القراءة	dyslexia	DISEASE
عيب في القلب	heart defect	DISEASE
ورم	tumour	DISEASE
تبولن الدم	uremia	DISEASE
الشرى	urticaria	DISEASE
التهاب القزحية	uveitis	DISEASE
مضاعفات لقاح	vaccine complication	DISEASE
حمى الوادي	valley fever	DISEASE
المكورات المعوية المقاومة للفانكومايسين	vancomycin resistant enterococci	DISEASE
الحماق	varicella	DISEASE
جدري	variola	DISEASE
إغماء وعائي مبهمي	vasovagal syncope	DISEASE
التهاب الدماغ الخيلي الفنزويلي	venezuelan equine encephalitis	DISEASE
الحمى النزفية الفنزويلية	venezuelan hemorrhagic fever	DISEASE
التهاب الفم الحويصلي	vesicular stomatitis	DISEASE
فيبرايو بارايموليتيكوس	vibrio parahaemolyticus	DISEASE
الضمة vulnificus	vibrio vulnificus	DISEASE
حمى فيروسية	viral fever	DISEASE
التهاب السحايا الفيروسي	viral meningitis	DISEASE
الالتهاب الرئوي الفيروسي	viral pneumonia	DISEASE
داء هجرة اليرقات الحشوي	visceral larva migrans	DISEASE
فون هيبل لينداو المرض	von hippel lindau disease	DISEASE
متلازمة warkany	warkany syndrome	DISEASE
المرض التي تنقلها المياه	waterborne illness	DISEASE
الأمراض التي تحملها المياه	waterborne disease	DISEASE
التهاب الدماغ الخيلي الغربي	western equine encephalitis	DISEASE
التهاب الدماغ الخيلي الشرقي	eastern equine encephalitis	DISEASE
حمى غرب النيل	west nile fever	DISEASE
فيروس غرب النيل	west nile virus	DISEASE
السوطاء	whipworm	DISEASE
متلازمة الأنف الأبيض	white nose syndrome	DISEASE
بيدرا الأبيض	white piedra	DISEASE
مرض هوايتمور	whitmore's disease	DISEASE
السعال الديكي	whooping cough	DISEASE
حمى صفراء	yellow fever	DISEASE
يرسينيا العدوى الكاذبة †	yersinia pseudotuberculosis†infection	DISEASE
يرسينات	yersiniosis	DISEASE
فطار عفني	zygomycosis	DISEASE
الجهاد	jihad	ID JIHAD
الجهادي	jihadi	ID JIHAD
الجهادية	jihadist	ID JIHAD
حرب مقدسة	holy war	ID JIHAD
